,R_odds,B_odds,R_ev,B_ev,Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
2932,120.0,-140,120.0,71.42857143,0,False,3,0,1,0,28.0,0.41,1.0,2.166666667,0.6216666670000001,2,2,17,0,0,2,1,0,1,0,4,0,187.96,198.12,185,2,0,0,14.5,0.73,1.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,1,180.34,195.58,185,34,32,2,1,2,4,0,14,0,0,1,7.62,2.54,2,13.5,0.0,2.166666667,2,375.0,230.0,520.0,935.0,350.0,400.0
2940,100.0,-120,100.0,83.33333333,0,False,3,0,4,0,20.0,0.508,1.0,0.6,0.126,4,1,10,0,0,0,1,2,1,0,4,0,185.42,185.42,185,0,2,0,23.5,0.515,0.0,0.5,0.25,2,0,4,0,0,0,0,2,0,0,2,0,190.5,200.66,185,27,27,0,2,2,2,-1,6,0,0,1,-5.08,-15.24,0,-3.5,1.0,0.1,2,434.0,316.0,1775.0,280.0,220.0,500.0
2942,-105.0,-115,95.23809524,86.95652174,1,False,3,1,0,0,38.2,0.534,0.8,0.8,0.14400000000000002,1,3,11,0,0,1,1,0,0,0,2,0,190.5,190.5,185,1,0,0,22.75,0.34166666700000003,1.25,1.25,0.285833333,3,6,29,0,0,1,1,0,4,0,6,0,185.42,187.96,185,34,34,0,0,-2,-4,3,-18,0,0,-4,5.08,2.54,0,15.45,-0.45,-0.45,2,354.0,241.0,305.0,550.0,750.0,425.0
2956,-165.0,145,60.60606061,145.0,1,False,5,0,5,0,38.4,0.6459999999999999,0.0,2.0,0.266,5,0,13,0,0,0,1,4,0,0,5,1,182.88,185.42,185,1,0,0,30.45,0.536,0.4,0.7,0.3075,8,6,52,5,0,1,6,6,1,0,14,1,185.42,187.96,185,37,38,1,5,-3,-9,6,-39,-5,-2,-1,-2.54,-2.54,-1,7.95,-0.4,1.3,0,300.0,550.0,675.0,2000.0,170.0,225.0
2958,-170.0,150,58.82352941,150.0,0,False,3,2,0,0,22.33333333,0.436666667,0.0,1.6666666669999999,0.666666667,1,2,6,1,0,0,0,1,0,0,1,0,182.88,193.04,185,1,0,0,15.5,0.34,1.0,3.0,0.665,1,1,6,1,0,0,1,0,0,0,1,0,187.96,200.66,185,25,31,-1,0,0,0,-1,0,0,1,0,-5.08,-7.62,-6,6.83333333,-1.0,-1.333333333,2,448.0,265.0,265.0,1908.0,283.0,540.0
2978,-500.0,400,20.0,400.0,0,False,3,1,0,0,24.94444444,0.523888889,0.7777777779999999,1.611111111,0.49722222200000005,4,7,38,1,0,0,4,4,3,0,11,0,182.88,187.96,185,1,0,0,36.5,0.41333333299999997,0.333333333,1.0,0.333333333,5,1,14,1,0,2,1,0,2,0,5,1,175.26,180.34,185,23,36,0,0,-1,6,-6,24,0,4,1,7.62,7.62,-13,-11.55555556,0.444444445,0.611111111,2,150.0,850.0,350.0,1000.0,200.0,925.0
2987,-185.0,160,54.05405405,160.0,1,False,5,2,0,0,29.78571429,0.45785714299999997,0.35714285700000004,1.0,0.281428571,4,7,38,3,0,2,3,2,0,0,7,0,180.34,187.96,185,1,0,0,28.625,0.50375,0.6875,1.1875,0.18375,4,7,38,0,0,2,3,4,0,0,9,0,182.88,187.96,185,34,44,-1,0,0,-2,0,0,3,-2,0,-2.54,0.0,-10,1.16071429,-0.330357143,-0.1875,0,500.0,700.0,500.0,1500.0,115.0,275.0
2997,-175.0,155,57.14285714,155.0,1,False,3,1,0,0,15.0,0.42,1.0,2.0,0.66,0,1,1,0,0,0,0,0,0,0,0,0,190.5,198.12,205,0,1,0,33.0,0.32,1.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,0,180.34,185.42,185,31,26,-1,-1,-1,-1,-1,-1,0,0,-1,10.16,12.7,5,-18.0,0.0,2.0,2,500.0,385.0,260.0,830.0,242.0,350.0
3011,-420.0,335,23.80952381,335.0,0,True,5,0,3,0,10.63157895,0.508421053,0.42105263200000004,0.31578947399999996,0.144736842,3,6,29,5,0,0,0,10,2,1,13,1,182.88,187.96,185,0,8,0,30.25,0.45,0.875,2.5,0.74875,8,0,19,3,0,0,3,3,2,0,8,0,187.96,198.12,185,30,38,0,-5,-5,5,-6,10,2,8,0,-5.08,-10.16,-8,-19.61842105,-0.45394736799999996,-2.1842105259999998,0,375.0,1100.0,200.0,1400.0,135.0,575.0
3017,-420.0,335,23.80952381,335.0,1,False,3,0,2,0,39.66666667,0.47666666700000004,0.583333333,2.583333333,0.308333333,3,5,33,0,0,1,5,0,1,0,7,0,182.88,193.04,185,0,3,0,34.8,0.536,0.2,1.0,0.382,3,2,11,1,0,0,1,0,0,2,3,0,182.88,200.66,185,30,32,0,-1,0,4,-3,22,-1,-2,1,0.0,-7.62,-2,4.86666667,0.38333333299999994,1.5833333330000001,2,199.0,595.0,1855.0,1225.0,-105.0,1320.0
3022,-800.0,550,12.5,550.0,0,False,3,0,1,0,26.11111111,0.37,0.222222222,0.333333333,0.18444444399999999,5,3,21,0,0,1,2,3,0,0,6,0,180.34,185.42,185,0,1,0,32.8,0.424,0.4,0.0,0.0,1,2,13,0,0,0,1,1,1,0,3,0,187.96,193.04,185,29,35,0,0,4,3,-1,8,0,2,-1,-7.62,-7.62,-6,-6.68888889,-0.177777778,0.333333333,0,148.0,940.0,200.0,3000.0,347.0,900.0
3023,115.0,-135,115.0,74.07407407,0,False,3,2,0,0,55.0,0.342,0.4,0.4,0.3,3,2,12,0,0,0,1,1,1,0,3,0,198.12,195.58,185,3,0,0,25.64285714,0.380714286,0.35714285700000004,1.357142857,0.21857142899999998,4,6,27,0,0,1,3,4,0,0,8,0,182.88,182.88,185,37,27,1,0,-1,-5,4,-15,0,-3,1,15.24,12.7,10,29.35714286,0.042857143,-0.957142857,2,275.0,378.0,1200.0,600.0,385.0,230.0
3034,-135.0,115,74.07407407,115.0,1,False,3,0,2,0,53.0,0.373333333,0.0,0.5,0.41666666700000005,2,2,15,1,0,0,2,2,0,0,4,0,182.88,185.42,185,0,1,0,41.90909091,0.425454545,0.0,1.2727272729999999,0.276363636,5,3,30,0,0,1,6,1,0,0,8,0,185.42,187.96,185,27,24,0,1,-3,-4,1,-15,1,1,0,-2.54,-2.54,3,11.09090909,0.0,-0.772727273,0,210.0,230.0,1250.0,1250.0,300.0,400.0
3039,300.0,-360,300.0,27.77777778,1,False,3,0,2,0,30.66666667,0.61,0.0,0.0,0.0,2,1,5,0,0,0,0,2,0,0,2,1,187.96,190.5,205,0,2,0,43.0,0.42,0.5,0.5,0.25,2,0,4,0,0,0,1,0,1,0,2,1,182.88,177.8,185,37,29,0,0,0,0,-1,1,0,2,-1,5.08,12.7,8,-12.33333333,-0.5,-0.5,2,450.0,220.0,1125.0,1145.0,1200.0,-105.0
3041,-130.0,110,76.92307692,110.0,1,False,3,1,0,0,36.66666667,0.48666666700000005,0.666666667,0.333333333,0.066666667,1,2,7,1,0,0,0,0,1,0,1,0,185.42,193.04,170,2,0,0,14.25,0.5625,0.0,1.5,0.39,2,2,7,0,0,0,0,2,0,0,2,2,185.42,185.42,185,35,25,1,0,-1,-1,0,0,1,-2,1,0.0,7.62,10,22.41666667,0.666666667,-1.166666667,2,225.0,415.0,1125.0,781.0,350.0,275.0
3047,-145.0,125,68.96551724,125.0,0,False,3,1,0,0,20.2,0.441333333,0.6,1.9333333330000002,0.45,3,6,28,1,0,1,4,2,2,0,9,0,187.96,193.04,185,1,0,0,49.77272727,0.390454545,0.22727272699999998,1.181818182,0.303636364,4,7,56,1,0,1,5,9,0,0,15,0,185.42,190.5,185,36,31,0,0,-1,-6,1,-28,0,-7,2,2.54,2.54,5,-29.57272727,0.37272727299999997,0.751515151,0,145.0,215.0,900.0,1225.0,400.0,700.0
