,R_odds,B_odds,R_ev,B_ev,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
57,-305.0,240,32.786885245901644,240.0,0,False,1,3,2,0,0,3.2,0.54,0.2,2.04,0.5,1,4,12,0,0,0,2,0,0,0,2,1,167.64,172.72,135,1,0,0,4.84,0.5,0.9,1.73,0.66,0,1,1,0,0,0,0,0,0,0,0,0,177.8,177.8,135,25,41,1,0,1,2,3,11,0,0,0,-10.159999999999997,-5.0800000000000125,16,-1.6399999999999997,-0.7,0.31,2,450.0,550.0,900.0,700.0,-135.0,900.0
58,-145.0,125,68.96551724,125.0,0,False,5,5,1,0,0,3.53,0.41,0.1,1.05,0.32,5,7,52,1,0,3,3,3,2,0,11,1,175.26,180.34,185,1,0,0,3.6,0.49,0.0,0.12,0.33,3,5,23,0,0,0,1,5,0,0,6,2,180.34,195.58,185,37,29,0,0,2,5,2,29,1,-2,2,-5.08,-15.24,-8,-0.07,0.1,0.93,0,300.0,240.0,1000.0,1100.0,175.0,600.0
59,150.0,-170,150.0,58.82352941,1,False,3,3,0,2,0,4.33,0.48,0.0,4.33,0.6,2,0,4,0,0,0,1,1,0,0,2,0,172.72,182.88,155,0,1,0,2.53,0.34,0.7,3.24,0.38,4,15,90,0,0,3,9,2,4,0,18,0,170.18,177.8,155,39,36,0,1,-2,-16,-15,-86,0,-1,-4,2.54,5.08,-3,1.8,-0.7,1.09,2,275.0,120.0,900.0,600.0,700.0,700.0
60,170.0,-200,170.0,50.0,0,False,7,3,1,0,0,6.24,0.45,0.0,0.0,0.0,2,6,22,0,0,0,1,2,0,0,3,0,193.04,198.12,250,0,1,0,8.48,0.51,0.7,1.42,0.3,1,1,4,0,0,0,1,0,0,0,1,0,182.88,190.5,265,36,31,1,-1,1,2,5,18,0,2,0,10.16,7.62,-5,-2.24,-0.7,-1.42,2,450.0,300.0,900.0,1600.0,500.0,120.0
61,-150.0,130,66.66666667,130.0,1,False,1,3,0,0,0,2.46,0.55,4.1,2.05,0.28,0,0,0,0,0,0,0,0,0,0,0,0,172.72,175.26,135,0,1,0,2.22,0.54,0.0,1.09,0.15,1,0,4,0,0,0,0,1,0,0,1,1,170.18,177.8,135,31,25,0,-1,-1,-1,0,-4,0,-1,0,2.54,-2.54,-6,0.24,4.1,0.96,2,550.0,275.0,400.0,700.0,150.0,600.0
62,-140.0,120,71.42857143,120.0,0,False,3,3,0,1,0,3.67,0.47,0.0,1.35,0.61,1,3,15,0,0,0,2,1,0,0,3,0,177.8,180.34,155,0,2,0,3.42,0.45,0.3,3.29,0.54,4,2,19,0,0,0,5,1,0,0,6,0,177.8,182.88,155,38,29,0,-1,-3,-3,1,-4,0,0,0,0.0,-2.54,-9,0.25,-0.3,-1.94,2,140.0,180.0,1200.0,1000.0,700.0,550.0
63,-170.0,150,58.82352941,150.0,0,False,0,3,1,0,0,3.44,0.41,1.7,1.16,1.0,2,1,5,0,0,0,0,0,2,0,2,1,175.26,172.72,125,0,1,0,4.24,0.48,1.1,1.26,0.38,3,3,24,0,0,1,2,2,2,0,7,0,165.1,170.18,125,31,29,1,-1,-1,-5,-2,-19,0,-2,0,10.16,2.54,-2,-0.8,0.6,-0.1,0,165.0,350.0,450.0,600.0,400.0,700.0
64,100.0,-120,100.0,83.33333333,0,False,2,3,0,2,0,4.66,0.5,0.4,0.0,0.0,2,0,6,0,0,0,1,1,0,0,2,0,180.34,185.42,145,0,1,0,4.0,0.42,0.0,0.67,0.66,1,1,6,0,0,0,1,0,0,0,1,0,177.8,177.8,145,27,30,0,1,1,1,-1,0,0,1,0,2.54,7.62,3,0.66,0.4,-0.67,2,250.0,240.0,900.0,600.0,350.0,350.0
65,-170.0,150,58.82352941,150.0,0,False,1,3,1,0,0,1.31,0.47,0.8,1.2,0.42,1,1,6,0,0,0,0,0,1,0,1,1,182.88,185.42,135,1,0,0,3.63,0.4,0.9,1.28,0.33,2,5,22,0,0,0,1,2,3,0,6,2,167.64,167.64,135,35,31,0,0,-1,-5,-4,-16,0,-2,-2,15.24,17.78,-4,-2.32,-0.1,-0.08,2,500.0,350.0,400.0,550.0,150.0,800.0
66,-155.0,135,64.51612903,135.0,1,False,9,3,0,0,0,10.61,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,157.48,170.18,135,0,2,0,6.84,0.46,1.1,0.0,0.0,2,0,5,0,0,0,1,0,1,0,2,0,175.26,187.96,135,29,27,0,-2,-2,-2,0,-5,0,0,-1,-17.78,-17.78,-2,3.77,-1.1,0.0,2,165.0,330.0,550.0,1200.0,350.0,400.0
67,-170.0,150,58.82352941,150.0,0,False,6,3,2,0,0,2.01,0.47,0.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,1,185.42,187.96,205,1,0,0,3.55,0.72,0.3,2.36,0.53,3,1,10,0,0,0,1,2,0,0,3,0,177.8,185.42,205,33,26,1,0,-3,-3,1,-7,0,-2,0,7.62,2.54,-7,-1.54,-0.3,-2.36,2,350.0,450.0,1400.0,600.0,120.0,500.0
68,-155.0,135,64.51612903,135.0,1,False,3,3,1,0,0,7.56,0.42,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,0,190.5,190.5,155,1,0,0,3.14,0.44,0.9,1.44,0.29,3,2,16,0,0,0,2,0,3,0,5,0,187.96,185.42,155,27,23,0,0,-2,-4,-1,-11,0,1,-3,2.54,5.08,-4,4.42,-0.9,-1.44,2,180.0,330.0,330.0,1600.0,800.0,350.0
69,145.0,-165,145.0,60.60606061,1,False,4,3,1,0,0,3.15,0.36,1.0,2.05,1.0,0,1,3,0,0,0,0,0,0,0,0,0,177.8,182.88,170,1,0,0,6.69,0.53,0.0,0.72,1.0,1,1,5,0,0,0,0,1,0,0,1,2,185.42,182.88,170,32,28,0,0,-1,-1,0,-2,0,-1,0,-7.62,0.0,-4,-3.54,1.0,1.33,2,330.0,330.0,1400.0,175.0,300.0,1100.0
70,250.0,-320,250.0,31.25,1,True,7,5,0,6,0,5.37,0.57,0.3,0.71,0.2,6,0,19,0,0,0,3,1,2,0,6,0,193.04,205.74,245,0,4,0,2.49,0.5,0.0,0.49,0.25,6,5,48,1,0,2,2,12,0,0,16,0,190.5,200.66,260,36,31,0,2,0,-10,-5,-29,-1,-11,2,2.54,5.08,-5,2.88,0.3,0.22,0,1400.0,215.0,2200.0,600.0,330.0,120.0
71,-105.0,-115,95.23809524,86.95652174,0,False,1,3,0,1,0,5.55,0.43,0.7,0.62,0.21,4,5,34,0,0,0,3,3,3,0,9,0,167.64,165.1,135,0,1,0,3.63,0.45,0.1,0.55,0.56,15,6,76,12,0,0,8,11,0,0,19,0,170.18,177.8,135,34,34,0,0,-11,-10,-1,-42,-12,-8,3,-2.54,-12.7,0,1.92,0.6,0.07,0,150.0,225.0,1600.0,900.0,450.0,450.0
72,-115.0,-105,86.95652174,95.23809524,1,False,4,3,0,3,0,5.65,0.54,1.0,0.64,0.5,6,3,31,0,0,1,0,8,4,0,13,0,180.34,190.5,170,0,4,0,1.87,0.4,1.1,3.62,0.53,4,4,35,0,0,0,5,0,6,0,11,1,185.42,190.5,170,33,29,0,-1,2,2,-1,-4,0,8,-2,-5.08,0.0,-4,3.78,-0.1,-2.98,0,225.0,300.0,350.0,650.0,900.0,300.0
73,-160.0,140,62.5,140.0,0,False,8,3,0,1,0,5.71,0.5,0.1,0.54,0.34,3,9,48,0,0,0,6,2,0,0,8,0,160.02,162.56,115,0,2,0,4.71,0.48,0.1,0.71,0.15,3,5,36,0,0,0,6,1,1,0,8,0,154.94,152.4,115,31,36,0,-1,0,0,4,12,0,1,-1,5.08,10.16,5,1.0,0.0,-0.17,0,-105.0,180.0,1000.0,2000.0,1100.0,750.0
74,105.0,-125,105.0,80.0,0,False,1,3,1,0,0,4.85,0.42,0.4,1.09,0.35,3,3,25,0,0,0,5,0,1,0,6,1,170.18,172.72,135,1,0,1,4.91,0.42,0.3,0.49,0.42,4,1,16,0,0,0,2,2,1,0,5,0,172.72,170.18,135,23,30,0,0,-1,1,2,9,0,-2,0,-2.54,2.54,7,-0.06,0.1,0.6,2,215.0,165.0,1100.0,800.0,350.0,700.0
75,235.0,-300,235.0,33.33333333,1,False,3,3,0,3,0,5.34,0.52,0.0,0.59,0.5,3,1,8,0,0,0,2,1,0,0,3,2,172.72,180.34,155,1,0,1,5.45,0.51,0.3,1.46,0.39,8,8,56,0,0,2,6,1,3,0,12,0,177.8,180.34,155,34,28,-1,3,-5,-9,-7,-48,0,0,-3,-5.08,0.0,-6,-0.11,-0.3,-0.87,2,400.0,120.0,2000.0,1400.0,1000.0,175.0
76,-110.0,-110,90.90909091,90.90909091,0,False,1,3,1,0,0,3.37,0.36,0.7,2.93,0.66,1,1,2,0,0,0,0,0,1,0,1,0,172.72,175.26,135,2,0,0,4.39,0.39,0.0,0.2,0.25,1,4,13,0,0,0,1,0,0,0,1,0,170.18,177.8,135,30,25,-1,0,0,0,-3,-11,0,0,1,2.54,-2.54,-5,-1.02,0.7,2.73,2,225.0,275.0,1000.0,400.0,350.0,500.0
77,-290.0,230,34.48275862,230.0,0,False,6,3,0,3,0,3.28,0.48,1.1,2.08,0.48,3,11,55,0,0,1,3,4,5,0,13,0,185.42,195.58,205,0,1,0,4.13,0.54,0.3,0.56,0.25,4,2,10,0,0,0,0,4,1,0,5,0,182.88,193.04,205,33,40,0,2,-1,8,9,45,0,0,4,2.54,2.54,7,-0.85,0.8,1.52,2,500.0,500.0,1200.0,800.0,-135.0,700.0
78,-145.0,125,68.96551724,125.0,1,False,8,3,0,1,0,2.41,0.34,0.7,1.57,0.25,2,4,24,1,0,2,0,1,2,0,5,0,165.1,170.18,115,4,0,0,5.16,0.39,0.1,0.19,0.22,3,6,31,1,0,2,3,0,0,0,5,0,160.02,162.56,115,35,38,-4,1,-1,0,-2,-7,0,1,2,5.08,7.62,3,-2.75,0.6,1.38,2,-115.0,200.0,2000.0,550.0,1100.0,1500.0
79,-200.0,170,50.0,170.0,0,False,0,3,0,1,0,4.12,0.52,1.2,1.19,1.0,1,1,3,0,0,0,0,1,1,0,2,1,170.18,185.42,125,2,0,0,3.71,0.47,0.0,0.86,0.28,0,2,6,0,0,0,0,0,0,0,0,1,165.1,172.72,125,27,29,-2,1,1,2,-1,-3,0,1,1,5.08,12.7,2,0.41,1.2,0.33,2,240.0,350.0,1000.0,1200.0,140.0,650.0
80,-235.0,190,42.55319149,190.0,0,False,1,3,0,1,0,2.7,0.25,0.7,0.98,0.14,1,2,7,0,0,0,0,0,1,0,1,0,165.1,177.8,135,0,1,0,4.03,0.53,0.0,0.99,0.3,2,1,11,0,0,1,1,1,0,0,3,0,170.18,167.64,135,27,36,0,0,-1,-2,1,-4,0,-1,1,-5.08,10.16,9,-1.33,0.7,-0.01,2,120.0,350.0,1100.0,800.0,300.0,1000.0
81,-105.0,-115,95.23809524,86.95652174,1,False,10,3,0,0,0,7.0,0.57,0.0,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,165.1,175.26,125,1,0,0,3.71,0.41,0.0,1.56,0.27,1,1,4,0,0,0,0,1,0,0,1,0,165.1,162.56,125,31,25,-1,0,-1,-1,-1,-4,0,-1,0,0.0,12.7,-6,3.29,0.0,-0.06,2,215.0,425.0,600.0,180.0,550.0,1000.0
82,-350.0,270,28.57142857,270.0,0,False,1,3,1,0,0,0.79,0.21,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,167.64,177.8,135,1,0,0,2.79,0.42,2.7,2.66,0.21,0,1,3,0,0,0,0,0,0,0,0,0,175.26,180.34,135,28,28,0,0,0,0,0,-2,0,0,0,-7.62,-2.54,0,-2.0,-2.7,-2.66,2,250.0,550.0,110.0,1300.0,400.0,900.0
83,175.0,-210,175.0,47.61904762,1,False,5,5,0,4,0,5.45,0.4,0.3,1.32,0.61,4,3,33,0,0,2,4,3,1,0,10,0,185.42,193.04,185,0,4,0,3.47,0.49,0.2,0.58,0.38,4,7,37,0,0,1,1,8,0,0,10,0,182.88,200.66,185,37,30,0,0,0,0,-4,-4,0,-5,1,2.54,-7.62,-7,1.98,0.1,0.74,0,650.0,225.0,2500.0,800.0,275.0,165.0
84,-145.0,125,68.96551724,125.0,0,False,8,3,1,0,0,3.39,0.54,1.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,0,165.1,170.18,115,1,0,0,4.32,0.54,0.0,0.48,0.33,1,1,6,0,0,0,1,0,0,0,1,2,160.02,160.02,115,26,26,0,0,0,0,0,0,0,0,0,5.08,10.16,0,-0.93,1.0,-0.48,2,100.0,200.0,800.0,1400.0,900.0,900.0
85,-180.0,155,55.55555556,155.0,1,False,4,3,2,0,0,5.04,0.42,0.0,0.96,1.0,0,2,6,0,0,0,0,0,0,0,0,0,182.88,195.58,170,1,0,0,2.29,0.43,0.0,0.93,1.0,0,1,3,0,0,0,0,0,0,0,0,2,182.88,190.5,170,28,27,1,0,0,0,1,3,0,0,0,0.0,5.08,-1,2.75,0.0,0.03,2,180.0,300.0,600.0,1200.0,300.0,600.0
86,135.0,-155,135.0,64.51612903,1,False,2,3,0,1,0,6.69,0.62,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,1,175.26,177.8,145,0,1,0,5.18,0.54,0.0,2.75,0.8,1,0,3,0,0,0,1,0,0,0,1,0,175.26,180.34,145,28,29,0,0,0,0,0,0,0,0,0,0.0,-2.54,1,1.51,0.0,-2.75,2,240.0,250.0,1000.0,850.0,650.0,225.0
87,-265.0,215,37.73584906,215.0,1,False,4,3,1,0,0,2.63,0.49,1.3,6.46,0.45,1,2,4,0,0,0,0,0,1,0,1,0,177.8,177.8,170,0,1,0,5.26,0.48,0.4,0.21,0.25,2,5,28,0,0,0,2,3,1,0,6,1,182.88,182.88,170,32,34,1,-1,-1,-5,-3,-24,0,-3,0,-5.08,-5.08,2,-2.63,0.9,6.25,2,300.0,500.0,550.0,750.0,120.0,850.0
88,270.0,-350,270.0,28.57142857,0,False,3,3,1,0,0,4.13,0.34,0.5,2.5,0.33,0,1,3,0,0,0,0,0,0,0,0,0,170.18,177.8,155,1,0,0,6.93,0.56,0.0,0.0,0.0,2,3,12,0,0,0,1,2,0,0,3,0,172.72,172.72,155,35,26,0,0,-2,-3,-2,-9,0,-2,0,-2.54,5.08,-9,-2.8,0.5,2.5,2,450.0,165.0,1700.0,200.0,900.0,400.0
89,140.0,-160,140.0,62.5,0,False,8,3,1,0,0,3.08,0.39,0.6,1.2,0.3,2,6,27,0,0,1,2,0,0,0,3,1,170.18,175.26,115,0,1,0,2.86,0.44,0.5,0.78,0.37,1,2,9,0,0,0,1,0,0,0,1,1,160.02,165.1,115,36,33,1,-1,1,2,4,18,0,0,0,10.16,10.16,-3,0.22,0.1,0.42,2,180.0,100.0,1000.0,750.0,1400.0,1400.0
90,-140.0,120,71.42857143,120.0,1,False,0,3,2,0,0,3.54,0.39,0.5,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,1,165.1,165.1,125,2,0,0,2.88,0.39,0.4,0.28,0.22,1,5,20,0,0,1,0,2,0,0,3,0,165.1,172.72,125,31,29,0,0,-1,-3,-3,-16,0,-2,0,0.0,-7.62,-2,0.66,0.1,-0.28,2,180.0,250.0,900.0,1000.0,350.0,400.0
91,145.0,-165,145.0,60.60606061,0,False,4,3,0,1,0,3.7,0.55,0.0,1.87,0.42,1,0,3,0,0,0,0,1,0,0,1,2,180.34,180.34,170,1,0,0,4.97,0.56,0.0,0.87,0.33,1,1,6,0,0,0,0,1,0,0,1,0,190.5,203.2,170,31,27,-1,1,0,0,-1,-3,0,0,0,-10.16,-22.86,-4,-1.27,0.0,1.0,2,380.0,300.0,650.0,800.0,450.0,175.0
92,-210.0,175,47.61904762,175.0,1,False,1,5,1,0,0,5.26,0.41,0.8,1.63,0.3,4,4,43,7,0,0,4,7,1,0,12,0,167.64,170.18,135,0,2,0,6.32,0.47,0.6,0.74,0.44,5,1,15,0,0,1,1,4,1,0,7,2,180.34,177.8,135,29,35,1,-2,-1,5,3,28,7,3,0,-12.7,-7.62,6,-1.06,0.2,0.89,0,500.0,500.0,600.0,1100.0,110.0,400.0
93,-320.0,250,31.25,250.0,1,False,1,3,0,2,0,4.24,0.43,0.2,0.62,0.27,2,2,12,0,0,1,1,1,0,0,3,0,172.72,175.26,125,0,4,0,5.2,0.49,0.3,3.2,0.55,4,0,9,0,0,0,2,2,0,0,4,0,172.72,182.88,135,26,25,0,-2,-2,-1,2,3,0,-1,0,0.0,-7.62,-1,-0.96,-0.1,-2.58,0,-125.0,500.0,1000.0,1000.0,400.0,900.0
94,130.0,-155,130.0,64.51612903,0,False,2,3,0,2,0,2.96,0.66,4.0,3.11,0.7,2,2,7,0,0,0,1,0,1,0,2,0,170.18,175.26,145,0,1,0,3.46,0.38,1.1,2.67,0.33,6,8,60,0,0,2,8,3,2,0,15,0,177.8,180.34,145,37,31,0,1,-4,-13,-6,-53,0,-3,-1,-7.62,-5.08,-6,-0.5,2.9,0.44,2,275.0,250.0,600.0,240.0,800.0,600.0
95,-155.0,135,64.51612903,135.0,1,False,10,3,2,0,0,4.67,0.49,0.2,1.36,0.33,4,2,14,0,0,0,0,4,0,0,4,2,165.1,165.1,125,0,2,0,4.77,0.43,0.0,1.71,0.8,2,0,4,0,0,0,1,1,0,0,2,1,160.02,165.1,125,24,23,2,-2,2,2,2,10,0,3,0,5.08,0.0,-1,-0.1,0.2,-0.35,1,120.0,275.0,650.0,1400.0,750.0,450.0
96,-240.0,195,41.66666667,195.0,0,False,1,3,0,2,0,8.64,0.46,0.0,0.0,0.0,2,1,4,0,0,0,0,2,0,0,2,2,175.26,185.42,135,0,3,0,6.13,0.38,0.0,0.0,0.0,3,0,5,0,0,0,0,3,0,0,3,0,170.18,177.8,135,27,27,0,-1,-1,-1,1,-1,0,-1,0,5.08,7.62,0,2.51,0.0,0.0,2,380.0,500.0,1100.0,1600.0,-110.0,450.0
97,-110.0,-110,90.90909091,90.90909091,1,False,5,3,0,1,0,4.1,0.52,1.6,1.29,0.45,4,1,10,0,0,0,1,1,3,0,5,0,187.96,190.5,185,0,3,0,4.44,0.43,0.0,1.58,0.66,3,0,5,0,0,0,1,2,0,0,3,1,180.34,182.88,185,28,25,0,-2,1,2,1,5,0,-1,3,7.62,7.62,-3,-0.34,1.6,-0.29,2,500.0,500.0,1400.0,200.0,140.0,1000.0
98,135.0,-155,135.0,64.51612903,0,False,5,3,1,0,0,3.25,0.5,0.7,1.02,0.17,3,3,17,0,0,0,2,2,0,0,4,0,180.34,182.88,185,1,0,0,4.3,0.54,1.6,0.79,0.22,1,1,6,0,0,0,1,0,0,0,1,0,190.5,190.5,185,26,32,0,0,2,3,2,11,0,2,0,-10.16,-7.62,6,-1.05,-0.9,0.23,2,275.0,120.0,1100.0,800.0,550.0,550.0
99,150.0,-170,150.0,58.82352941,0,False,4,3,1,0,0,5.97,0.5,0.0,1.23,0.57,1,2,10,0,0,0,0,1,0,0,1,1,185.42,190.5,185,1,0,0,2.6,0.46,2.4,1.32,0.28,3,3,16,0,0,0,1,0,4,0,5,2,187.96,187.96,170,29,30,0,0,-2,-4,-1,-6,0,1,-4,-2.54,2.54,1,3.37,-2.4,-0.09,2,400.0,215.0,350.0,1400.0,1100.0,175.0
100,-220.0,180,45.45454545,180.0,0,False,1,3,1,0,0,4.35,0.41,0.1,0.27,0.66,2,3,21,0,0,3,1,0,0,0,4,1,172.72,190.5,135,1,0,0,4.31,0.36,0.5,0.52,0.3,3,2,17,0,0,0,1,2,1,0,4,1,170.18,177.8,145,31,33,0,0,-1,0,1,4,0,-2,-1,2.54,12.7,2,0.04,-0.4,-0.25,2,120.0,275.0,450.0,1600.0,500.0,900.0
101,-410.0,310,24.390243899999998,310.0,0,False,10,3,0,0,0,0.26,0.25,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,160.02,160.02,125,2,0,0,4.56,0.43,0.4,1.94,0.47,2,4,24,0,0,0,4,0,0,0,4,0,162.56,170.18,135,36,28,-2,0,-2,-4,-4,-24,0,0,0,-2.54,-10.16,-8,-4.3,-0.4,-1.94,2,110.0,600.0,350.0,1600.0,300.0,1000.0
102,-120.0,100,83.33333333,100.0,0,False,8,3,1,0,0,6.4,0.47,0.0,0.67,0.33,1,1,6,0,0,0,1,0,0,0,1,0,162.56,154.94,125,2,0,0,6.72,0.46,0.0,0.92,0.66,0,2,4,0,0,0,0,0,0,0,0,0,170.18,172.72,125,25,29,-1,0,1,1,-1,2,0,0,0,-7.62,-17.78,4,-0.32,0.0,-0.25,2,165.0,165.0,650.0,1000.0,750.0,700.0
103,-900.0,600,11.11111111,600.0,0,False,3,5,0,3,0,2.49,0.37,1.2,1.03,0.35,3,2,18,0,0,0,3,1,1,0,5,0,175.26,177.8,155,0,7,0,2.24,0.58,1.0,3.31,0.65,7,1,20,0,0,0,4,1,3,0,8,1,177.8,177.8,155,29,26,0,-4,-4,-3,1,-2,0,0,-2,-2.54,0.0,-3,0.25,0.2,-2.28,0,-105.0,1000.0,275.0,1800.0,330.0,1600.0
104,155.0,-180,155.0,55.55555556,1,False,9,3,2,0,0,2.13,0.42,1.5,2.16,0.32,5,6,48,3,1,0,6,0,4,0,11,0,167.64,165.1,135,4,0,1,3.2,0.41,0.8,0.62,0.63,2,6,33,0,0,0,1,2,2,0,5,0,167.64,172.72,135,44,34,-2,0,3,6,0,15,3,-2,2,0.0,-7.62,-10,-1.07,0.7,1.54,0,240.0,110.0,700.0,500.0,1100.0,1200.0
105,220.0,-275,220.0,36.36363636,1,False,3,3,0,1,0,4.1,0.48,0.7,5.35,0.34,1,1,5,0,0,0,0,1,0,0,1,1,177.8,177.8,155,4,0,0,3.17,0.4,0.4,1.16,0.38,3,17,85,0,0,1,6,8,0,0,15,0,175.26,180.34,145,35,30,-4,1,-2,-14,-16,-80,0,-7,0,2.54,-2.54,-5,0.93,0.3,4.19,2,500.0,150.0,1600.0,1100.0,450.0,180.0
106,-210.0,175,47.61904762,175.0,0,False,5,3,1,0,0,3.68,0.41,0.5,0.48,0.09,1,1,4,0,0,0,0,1,0,0,1,0,182.88,190.5,185,1,0,0,2.6,0.49,1.4,5.77,0.52,2,1,5,0,0,0,0,0,2,0,2,0,182.88,185.42,185,31,29,0,0,-1,-1,0,-1,0,1,-2,0.0,5.08,-2,1.08,-0.9,-5.29,2,400.0,400.0,-110.0,1400.0,800.0,500.0
107,-150.0,130,66.66666667,130.0,1,False,2,3,1,0,0,7.08,0.64,1.7,1.66,0.34,4,1,14,0,0,0,1,2,1,0,4,0,177.8,177.8,145,0,1,0,4.35,0.39,1.2,0.15,0.5,2,4,21,0,0,0,2,2,2,0,6,1,172.72,180.34,155,33,32,1,-1,2,-2,-3,-7,0,0,-1,5.08,-2.54,-1,2.73,0.5,1.51,2,150.0,350.0,600.0,850.0,350.0,500.0
108,-300.0,235,33.33333333,235.0,0,False,4,3,0,0,0,6.08,0.53,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,170,0,1,0,8.07,0.48,0.2,1.0,0.55,4,1,15,0,0,0,3,1,1,0,5,1,185.42,187.96,170,34,26,0,-1,-4,-5,-1,-15,0,-1,-1,-5.08,-7.62,-8,-1.99,-0.2,-1.0,2,350.0,650.0,900.0,800.0,-135.0,1200.0
109,-600.0,435,16.66666667,435.0,0,False,8,3,0,1,0,1.16,0.37,1.9,3.85,0.8,1,0,3,0,0,0,1,0,0,0,1,1,152.4,154.94,115,0,3,0,6.32,0.63,0.5,1.95,1.0,3,1,7,0,0,0,1,1,1,0,3,1,162.56,165.1,115,34,28,0,-2,-2,-2,-1,-4,0,-1,-1,-10.16,-10.16,-6,-5.16,1.4,1.9,0,120.0,800.0,500.0,1600.0,175.0,2000.0
110,-140.0,120,71.42857143,120.0,1,False,1,3,1,0,0,2.41,0.42,0.0,3.81,0.37,0,1,2,0,0,0,0,0,0,0,0,0,167.64,170.18,135,1,0,0,2.69,0.33,0.3,0.0,0.0,1,2,10,0,0,0,0,1,0,0,1,0,165.1,175.26,135,29,32,0,0,-1,-1,-1,-8,0,-1,0,2.54,-5.08,3,-0.28,-0.3,3.81,2,200.0,180.0,500.0,1200.0,400.0,900.0
111,-310.0,245,32.25806452,245.0,1,False,0,3,2,0,0,2.4,0.46,0.0,1.47,0.18,0,2,2,0,0,0,0,0,0,0,0,2,170.18,180.34,125,0,1,0,1.9,0.58,0.0,3.0,0.75,1,0,3,0,0,0,1,0,0,0,1,1,167.64,172.72,135,31,31,2,-1,-1,-1,2,-1,0,0,0,2.54,7.62,0,0.5,0.0,-1.53,2,275.0,550.0,450.0,800.0,120.0,1200.0
112,310.0,-410,310.0,24.390243899999998,1,False,7,3,1,0,0,5.46,0.57,1.7,1.71,0.4,2,1,4,0,0,0,0,0,2,0,2,0,187.96,203.2,246,1,0,0,7.81,0.61,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,190.5,200.66,243,33,28,0,0,2,2,0,3,0,0,2,-2.54,2.54,-5,-2.35,1.7,1.71,2,1000.0,500.0,1800.0,-125.0,500.0,400.0
113,-129.0,100,77.51937984,100.0,0,False,3,5,1,0,0,5.32,0.49,0.1,0.67,0.55,7,3,27,4,1,0,1,8,0,0,10,1,175.26,187.96,155,0,2,0,5.62,0.5,1.2,1.5,0.36,5,6,64,2,1,0,6,10,3,0,20,1,175.26,182.88,155,32,32,1,-2,2,-10,-3,-37,2,-2,-3,0.0,5.08,0,-0.3,-1.1,-0.83,0,550.0,700.0,575.0,2200.0,165.0,150.0
114,130.0,-162,130.0,61.72839506,0,False,4,3,0,2,1,4.06,0.43,0.0,0.3,0.45,7,4,48,2,0,0,6,5,0,0,11,0,182.88,190.5,170,1,0,0,3.12,0.46,0.6,2.16,0.36,6,4,39,1,0,0,5,3,4,0,12,0,177.8,180.34,170,34,38,-1,2,1,-1,0,9,1,2,-4,5.08,10.16,4,0.94,-0.6,-1.86,0,400.0,150.0,475.0,2500.0,525.0,250.0
115,-130.0,105,76.92307692,105.0,0,False,7,3,1,0,0,4.84,0.5,0.0,0.2,0.33,2,3,19,0,0,0,1,5,0,0,6,0,195.58,203.2,265,0,2,0,4.48,0.5,0.0,0.0,0.0,3,3,14,0,0,0,1,4,0,0,5,1,187.96,190.5,264,28,32,1,-2,-1,1,0,5,0,1,0,7.62,12.7,4,0.36,0.0,0.2,2,350.0,350.0,1600.0,1800.0,160.0,265.0
