,R_odds,B_odds,R_ev,B_ev,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
169,-200.0,160,50.0,160.0,1,False,7,3,3,0,0,1.84,0.39,0.4,2.02,0.34,3,6,25,0,0,0,2,3,2,0,7,0,177.8,185.42,230,1,0,0,4.21,0.52,0.0,0.0,0.0,2,2,12,0,0,0,1,2,0,0,3,0,187.96,190.5,255,29,37,2,0,1,4,4,13,0,1,2,-10.16,-5.08,8,-2.37,0.4,2.02,2,200.0,275.0,1800.0,1000.0,210.0,500.0
170,180.0,-230,180.0,43.47826087,1,False,4,3,0,4,0,3.13,0.48,0.0,1.12,0.38,4,1,11,0,0,1,1,2,0,0,4,0,180.34,177.8,170,0,3,0,3.08,0.43,0.5,1.03,0.45,7,6,56,0,0,1,8,5,2,0,16,1,175.26,177.8,155,42,36,0,1,-3,-12,-5,-45,0,-3,-2,5.08,0.0,-6,0.05,-0.5,0.09,2,385.0,145.0,1100.0,575.0,850.0,235.0
171,-230.0,180,43.47826087,180.0,1,False,2,3,1,0,0,3.27,0.52,1.8,1.18,0.4,0,1,3,0,0,0,0,0,0,0,0,2,177.8,190.5,145,1,0,0,1.4,0.43,1.1,3.61,0.4,3,3,20,0,0,1,1,1,3,0,6,1,177.8,182.88,145,32,27,0,0,-3,-6,-2,-17,0,-1,-3,0.0,7.62,-5,1.87,0.7,-2.43,2,300.0,400.0,155.0,1100.0,650.0,450.0
172,-165.0,375,60.60606061,375.0,0,False,10,3,0,0,0,2.13,0.18,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,154.94,154.94,125,0,1,0,8.0,0.5,0.0,1.75,1.0,1,0,2,0,0,0,0,1,0,0,1,0,170.18,165.1,125,31,26,0,-1,-1,-1,0,-2,0,-1,0,-15.24,-10.16,-5,-5.87,0.0,-1.75,2,240.0,700.0,1400.0,800.0,-140.0,1600.0
173,-200.0,160,50.0,160.0,0,False,2,3,2,0,0,2.51,0.5,1.2,2.33,0.29,3,2,15,0,0,0,3,0,0,0,3,2,177.8,182.88,145,1,0,0,5.27,0.43,0.6,0.0,0.0,2,1,8,0,0,0,1,1,0,0,2,0,187.96,198.12,145,28,24,1,0,1,1,1,7,0,-1,0,-10.16,-15.24,-4,-2.76,0.6,2.33,2,125.0,250.0,850.0,600.0,450.0,1200.0
174,165.0,-215,165.0,46.51162791,0,False,3,3,0,2,0,1.33,0.6,0.8,3.06,0.4,2,0,2,0,0,0,0,1,1,0,2,1,175.26,180.34,155,0,2,0,1.76,0.47,0.9,3.35,0.47,2,1,8,0,0,0,1,0,1,0,2,1,177.8,182.88,155,25,26,0,0,0,0,-1,-6,0,1,0,-2.54,-2.54,1,-0.43,-0.1,-0.29,2,400.0,295.0,575.0,170.0,625.0,650.0
175,-130.0,110,76.92307692,110.0,0,False,1,5,0,1,0,3.17,0.38,0.0,1.05,0.32,6,3,20,3,0,0,2,5,0,0,7,0,172.72,165.1,135,0,3,0,5.58,0.43,0.6,1.2,0.4,3,3,22,0,0,0,2,5,1,0,8,0,172.72,180.34,135,33,29,0,-2,3,-1,0,-2,3,0,-1,0.0,-15.24,-4,-2.41,-0.6,-0.15,0,450.0,425.0,1000.0,1400.0,160.0,205.0
176,-137.0,117,72.99270073,117.0,1,False,8,3,0,4,0,2.34,0.43,0.3,3.53,0.37,4,4,35,2,1,2,4,0,1,0,8,0,154.94,160.02,115,0,6,0,5.95,0.42,0.0,0.92,0.75,6,0,18,0,0,0,6,0,0,0,6,0,165.1,160.02,115,31,33,0,-2,-2,2,4,17,2,0,1,-10.16,0.0,2,-3.61,0.3,2.61,0,140.0,140.0,1200.0,800.0,525.0,1200.0
177,-178.0,157,56.17977528,157.0,1,False,7,3,1,0,0,5.59,0.49,0.0,0.53,1.0,1,1,3,0,0,0,0,1,0,0,1,0,193.04,203.2,260,1,0,0,5.15,0.55,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,1,182.88,187.96,264,27,29,0,0,0,0,-1,-2,0,0,0,10.16,15.24,2,0.44,0.0,0.53,2,375.0,525.0,1400.0,900.0,110.0,350.0
178,-178.0,157,56.17977528,157.0,1,False,12,3,0,1,0,4.98,0.53,0.0,1.79,0.4,1,1,4,0,0,0,1,0,0,0,1,0,170.18,170.18,145,1,0,0,3.05,0.44,0.2,0.48,0.1,1,2,10,1,0,0,0,1,1,0,2,0,167.64,172.72,145,30,30,-1,1,0,-1,-1,-6,-1,-1,-1,2.54,-2.54,0,1.93,-0.2,1.31,2,185.0,240.0,285.0,900.0,700.0,800.0
179,125.0,-145,125.0,68.96551724,0,False,2,3,0,1,0,6.37,0.53,0.0,0.5,0.28,1,2,9,0,0,0,1,0,0,0,1,2,182.88,185.42,145,1,0,0,3.1,0.41,0.7,3.08,0.58,3,2,15,0,0,1,2,1,1,0,5,0,175.26,182.88,145,25,31,-1,1,-2,-4,0,-6,0,-1,-1,7.62,2.54,6,3.27,-0.7,-2.58,2,225.0,175.0,450.0,850.0,700.0,500.0
180,-132.0,112,75.75757576,112.0,0,False,5,3,1,0,0,3.46,0.49,0.7,2.97,0.4,5,1,10,0,0,1,0,3,1,0,5,0,187.96,187.96,185,1,0,0,4.86,0.45,0.6,2.09,0.36,4,4,26,0,0,0,2,3,3,0,8,0,185.42,195.58,185,32,23,0,0,1,-3,-3,-16,0,0,-2,2.54,-7.62,-9,-1.4,0.1,0.88,0,400.0,525.0,185.0,1100.0,450.0,250.0
181,-345.0,285,28.98550725,285.0,0,False,7,3,0,0,0,4.64,0.38,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,175.26,190.5,265,1,0,0,3.71,0.42,0.4,0.68,0.35,6,8,51,0,0,2,2,9,2,0,15,0,193.04,198.12,265,39,34,-1,0,-6,-15,-8,-51,0,-9,-2,-17.78,-7.62,-5,0.93,-0.4,-0.68,2,300.0,650.0,500.0,1800.0,100.0,600.0
182,105.0,-125,105.0,80.0,0,False,4,3,1,0,0,2.81,0.41,1.3,2.63,0.25,5,1,14,0,0,1,1,0,3,0,5,1,180.34,180.34,170,3,0,0,4.76,0.36,0.4,1.68,0.23,3,9,48,0,0,1,5,0,2,0,8,0,180.34,190.5,170,36,38,-2,0,2,-3,-8,-34,0,0,1,0.0,-10.16,2,-1.95,0.9,0.95,2,185.0,250.0,850.0,300.0,475.0,1000.0
183,-355.0,295,28.16901408,295.0,0,False,0,3,1,0,0,1.59,0.37,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,2,165.1,170.18,125,0,1,0,2.98,0.46,0.0,2.89,0.31,1,2,11,0,0,0,0,1,0,0,1,0,162.56,165.1,125,31,28,1,-1,-1,-1,-1,-10,0,-1,0,2.54,5.08,-3,-1.39,0.0,-2.89,2,250.0,600.0,300.0,1400.0,1000.0,725.0
186,400.0,-500,400.0,20.0,1,False,3,3,0,3,0,3.75,0.43,0.0,1.75,0.36,3,0,9,0,0,0,3,0,0,0,3,0,177.8,187.96,155,0,1,0,2.01,0.46,1.3,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,0,172.72,172.72,155,30,30,0,2,2,2,0,7,0,0,-1,5.08,15.24,0,1.74,-1.3,1.75,2,900.0,-125.0,900.0,750.0,1200.0,250.0
187,-130.0,110,76.92307692,110.0,0,True,3,5,0,3,0,4.49,0.5,1.6,2.03,0.41,3,0,4,0,0,0,0,2,1,0,3,0,172.72,180.34,155,0,8,0,3.26,0.52,2.7,2.64,0.44,8,8,51,0,0,0,2,2,14,0,18,0,177.8,187.96,155,31,35,0,-5,-5,-15,-8,-47,0,0,-13,-5.08,-7.62,4,1.23,-1.1,-0.61,0,650.0,700.0,210.0,1200.0,400.0,150.0
188,127.0,-147,127.0,68.02721088,1,False,3,3,0,6,1,3.8,0.49,1.0,2.11,0.34,6,4,39,0,0,2,4,3,5,0,14,1,177.8,182.88,155,2,0,0,5.15,0.45,1.1,0.42,0.42,12,3,43,2,0,1,3,5,6,0,15,0,180.34,193.04,155,37,32,-2,6,-6,-1,1,-4,-2,-2,-1,-2.54,-10.16,-5,-1.35,-0.1,1.69,0,400.0,175.0,700.0,550.0,425.0,375.0
189,-165.0,145,60.60606061,145.0,1,False,1,3,2,0,0,2.82,0.53,1.2,1.68,0.43,3,2,10,0,0,1,0,1,1,0,3,0,165.1,170.18,125,0,1,0,4.23,0.38,1.0,0.39,0.33,4,3,14,0,0,2,1,0,2,0,5,0,172.72,177.8,125,31,29,2,-1,-1,-2,-1,-4,0,1,-1,-7.62,-7.62,-2,-1.41,0.2,1.29,2,190.0,425.0,550.0,400.0,400.0,575.0
190,-127.0,107,78.74015748,107.0,0,False,10,3,0,2,0,5.14,0.47,0.3,2.1,0.6,2,1,15,0,0,0,3,1,0,0,4,0,162.56,172.72,125,0,1,0,4.57,0.35,0.4,0.25,0.15,3,4,34,1,0,1,7,0,0,0,8,0,175.26,172.72,125,32,34,0,1,-1,-4,-3,-19,-1,1,0,-12.7,0.0,2,0.57,-0.1,1.85,0,100.0,180.0,1400.0,1000.0,1000.0,625.0
191,-147.0,127,68.02721088,127.0,1,False,2,3,0,1,0,4.16,0.44,0.1,0.42,0.44,4,9,61,0,1,1,6,7,0,0,15,0,180.34,190.5,145,1,0,0,7.29,0.49,0.1,0.27,1.0,3,2,22,0,0,1,2,2,1,0,6,0,180.34,190.5,145,30,35,-1,1,1,9,7,39,0,5,-1,0.0,0.0,5,-3.13,0.0,0.15,0,200.0,250.0,750.0,1600.0,275.0,400.0
192,-117.0,-103,85.47008547,97.08737864,1,False,5,3,0,4,0,2.16,0.58,2.3,3.12,0.4,4,0,8,0,0,0,2,0,2,0,4,1,185.42,198.12,185,3,0,0,2.53,0.47,1.3,2.57,0.39,8,8,62,0,0,0,4,5,10,0,19,0,185.42,182.88,185,41,31,-3,4,-4,-15,-8,-54,0,-5,-8,0.0,15.24,-10,-0.37,1.0,0.55,2,260.0,300.0,500.0,650.0,400.0,375.0
193,105.0,-125,105.0,80.0,0,False,2,3,1,0,0,2.14,0.45,0.4,3.78,0.26,1,1,5,0,0,0,0,1,0,0,1,0,170.18,182.88,145,1,0,2,4.67,0.44,0.3,1.12,0.4,1,5,25,0,0,0,1,1,1,0,3,0,175.26,180.34,155,29,34,0,0,0,-2,-4,-20,0,0,-1,-5.08,2.54,5,-2.53,0.1,2.66,2,250.0,200.0,750.0,500.0,375.0,600.0
194,-108.0,-112,92.59259259,89.28571429,0,False,5,3,1,0,0,2.87,0.55,0.4,1.44,0.4,1,3,9,0,0,0,0,1,0,0,1,0,187.96,203.2,185,1,0,0,7.13,0.6,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,0,187.96,195.58,205,29,32,0,0,0,0,2,5,0,0,0,0.0,7.62,3,-4.26,0.4,1.44,2,375.0,400.0,600.0,1600.0,240.0,200.0
195,100.0,-120,100.0,83.33333333,0,False,10,3,0,1,0,3.87,0.56,0.6,0.57,0.6,2,2,15,0,0,0,1,2,1,0,4,1,172.72,170.18,125,3,0,0,5.48,0.5,0.9,1.95,0.52,3,3,18,0,0,0,3,0,0,0,3,0,167.64,175.26,125,32,36,-3,1,-1,1,-1,-3,0,2,1,5.08,-5.08,4,-1.61,-0.3,-1.38,0,165.0,125.0,800.0,800.0,1100.0,800.0
196,-235.0,195,42.55319149,195.0,1,False,10,3,0,1,0,3.81,0.4,0.0,0.0,0.0,1,3,9,0,0,0,0,1,0,0,1,0,170.18,165.1,135,0,1,0,3.43,0.49,0.3,4.7,0.58,1,4,12,0,0,0,1,1,0,0,2,1,167.64,172.72,125,32,32,0,0,0,-1,-1,-3,0,0,0,2.54,-7.62,0,0.38,-0.3,-4.7,2,-105.0,400.0,725.0,1200.0,575.0,400.0
197,120.0,-140,120.0,71.42857143,1,False,2,3,0,2,0,5.09,0.52,0.3,2.33,0.63,2,0,6,0,0,0,2,0,0,0,2,0,172.72,182.88,155,3,0,0,3.96,0.4,0.0,0.16,0.16,3,3,16,0,0,1,2,0,0,0,3,0,170.18,185.42,155,32,26,-3,2,-1,-1,-3,-10,0,0,0,2.54,-2.54,-6,1.13,0.3,2.17,2,200.0,170.0,1200.0,1600.0,450.0,350.0
198,-225.0,185,44.44444444,185.0,0,False,3,3,3,0,0,3.49,0.61,0.0,1.08,0.42,0,3,8,0,0,0,0,0,0,0,0,0,175.26,177.8,155,0,1,0,2.93,0.41,0.5,3.38,0.41,2,4,19,0,0,0,3,0,1,0,4,0,177.8,180.34,155,31,31,3,-1,-2,-4,-1,-11,0,0,-1,-2.54,-2.54,0,0.56,-0.5,-2.3,2,125.0,350.0,500.0,750.0,500.0,650.0
199,-235.0,195,42.55319149,195.0,0,False,10,5,0,1,0,3.57,0.48,0.8,1.4,0.32,4,4,36,0,0,2,2,0,4,0,8,0,160.02,157.48,115,0,1,2,4.89,0.48,0.1,0.28,0.33,2,1,18,0,0,0,2,2,0,0,4,0,167.64,165.1,115,34,35,0,0,2,4,3,18,0,-2,4,-7.62,-7.62,1,-1.32,0.7,1.12,2,135.0,260.0,800.0,800.0,300.0,1400.0
200,-150.0,130,66.66666667,130.0,1,False,4,3,1,0,0,5.05,0.42,0.4,0.43,0.25,3,4,29,0,0,1,4,1,1,0,7,0,180.34,182.88,170,4,0,0,4.43,0.46,1.2,1.18,0.33,8,15,103,1,0,0,9,10,10,0,29,0,185.42,185.42,170,38,30,-3,0,-5,-22,-11,-74,-1,-9,-9,-5.08,-2.54,-8,0.62,-0.8,-0.75,2,145.0,300.0,500.0,1000.0,425.0,600.0
201,155.0,-200,155.0,50.0,0,False,4,3,1,0,0,4.42,0.48,0.2,0.6,0.5,6,1,15,0,0,0,1,4,1,0,6,1,180.34,190.5,170,1,0,0,3.67,0.46,0.3,2.44,0.42,7,7,66,0,0,1,10,5,1,0,17,0,190.5,203.2,170,33,30,0,0,-1,-11,-6,-51,0,-1,0,-10.16,-12.7,-3,0.75,-0.1,-1.84,0,260.0,225.0,900.0,1400.0,675.0,175.0
202,157.0,-177,157.0,56.49717514,1,False,7,3,1,0,0,3.24,0.54,0.6,1.14,0.66,2,6,18,0,0,0,1,4,1,0,6,0,185.42,190.5,253,1,0,0,3.28,0.45,0.4,0.0,0.0,3,3,13,0,0,1,0,1,2,0,4,0,200.66,203.2,258,34,35,0,0,-1,2,3,5,0,3,-1,-15.24,-12.7,1,-0.04,0.2,1.14,2,575.0,600.0,400.0,600.0,475.0,125.0
203,122.0,-142,122.0,70.42253521,1,False,3,3,1,0,0,3.74,0.52,0.8,6.86,0.48,6,1,12,0,0,0,1,3,2,0,6,0,170.18,180.34,155,1,0,0,4.7,0.37,0.8,0.81,0.24,6,3,24,0,0,0,3,3,2,0,8,0,175.26,187.96,155,36,34,0,0,0,-2,-2,-12,0,0,0,-5.08,-7.62,-2,-0.96,0.0,6.05,0,350.0,115.0,450.0,800.0,600.0,575.0
204,132.0,-152,132.0,65.78947368,0,False,5,3,0,1,0,3.23,0.53,1.2,1.75,0.29,1,1,9,0,0,0,2,0,0,0,2,1,190.5,193.04,185,0,3,0,3.44,0.58,0.4,2.7,0.38,3,1,7,0,1,0,0,2,0,0,3,0,182.88,195.58,185,32,28,0,-2,-2,-1,0,2,0,-2,0,7.62,-2.54,-4,-0.21,0.8,-0.95,2,500.0,325.0,1800.0,250.0,200.0,500.0
205,-250.0,210,40.0,210.0,1,False,2,3,1,0,0,3.22,0.53,0.9,0.29,0.5,2,1,8,0,0,2,0,0,0,0,2,0,180.34,180.34,145,0,1,0,3.32,0.54,0.0,3.69,0.57,1,0,1,0,0,0,0,1,0,0,1,1,170.18,182.88,145,26,29,1,-1,1,1,1,7,0,-1,0,10.16,-2.54,3,-0.1,0.9,-3.4,2,250.0,350.0,1000.0,1000.0,115.0,900.0
206,135.0,-155,135.0,64.51612903,0,False,5,3,0,2,0,6.08,0.51,0.0,0.41,0.25,2,0,5,0,0,0,1,1,0,0,2,0,182.88,195.58,205,0,2,0,4.37,0.47,0.6,3.02,0.57,2,1,8,0,0,0,2,0,0,0,2,0,177.8,185.42,185,30,26,0,0,0,0,-1,-3,0,1,0,5.08,10.16,-4,1.71,-0.6,-2.61,2,225.0,250.0,750.0,1000.0,700.0,205.0
207,175.0,-210,175.0,47.61904762,1,False,4,3,0,0,0,1.74,0.38,5.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,193.04,170,1,0,0,2.54,0.37,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,2,175.26,182.88,170,29,33,-1,0,-1,-1,-1,-3,0,-1,0,7.62,10.16,4,-0.8,5.2,0.0,2,425.0,275.0,1200.0,240.0,300.0,500.0
208,-120.0,100,83.33333333,100.0,1,False,6,5,0,1,0,7.19,0.52,0.0,0.98,1.0,1,0,2,0,0,0,0,1,0,0,1,0,190.5,203.2,205,2,0,0,4.77,0.5,0.4,0.36,0.28,6,2,17,2,0,1,1,3,1,0,6,1,193.04,195.58,205,31,28,-2,1,-5,-5,-2,-15,-2,-2,-1,-2.54,7.62,-3,2.42,-0.4,0.62,0,550.0,650.0,1200.0,1600.0,175.0,115.0
209,-220.0,180,45.45454545,180.0,0,False,2,3,0,2,0,4.63,0.5,0.5,1.08,0.51,6,10,72,0,0,1,9,5,2,0,17,0,172.72,177.8,145,0,5,0,3.55,0.44,0.0,0.38,0.33,5,1,16,0,0,2,2,1,0,0,5,0,182.88,187.96,145,32,37,0,-3,1,12,9,56,0,4,2,-10.16,-10.16,5,1.08,0.5,0.7,0,135.0,280.0,1800.0,750.0,300.0,550.0
210,-245.0,205,40.81632653,205.0,0,False,5,3,0,3,0,2.94,0.41,0.1,1.16,0.34,5,4,35,0,0,2,6,1,0,0,9,1,185.42,195.58,185,0,3,0,5.14,0.39,0.4,1.14,0.6,3,3,30,0,0,2,3,3,1,0,9,0,185.42,193.04,185,30,31,0,0,2,0,1,5,0,-2,-1,0.0,2.54,1,-2.2,-0.3,0.02,0,140.0,375.0,1100.0,1200.0,225.0,600.0
211,-290.0,245,34.48275862,245.0,0,False,1,3,1,0,1,4.03,0.46,0.0,2.8,0.44,3,2,23,0,0,2,3,0,0,0,5,0,167.64,162.56,145,0,5,0,4.02,0.39,0.4,7.38,0.43,5,2,21,0,0,0,5,0,0,0,5,0,167.64,172.72,135,30,31,1,-5,-2,0,0,2,0,0,0,0.0,-10.16,1,0.01,-0.4,-4.58,0,-145.0,325.0,700.0,1200.0,850.0,750.0
212,135.0,-155,135.0,64.51612903,1,False,8,3,0,1,0,5.52,0.5,0.0,10.61,0.83,1,0,1,0,0,0,0,1,0,0,1,0,157.48,157.48,115,3,0,1,2.87,0.42,0.2,1.2,0.28,1,9,42,0,0,2,3,0,1,0,6,0,162.56,160.02,115,35,28,-3,1,0,-5,-9,-41,0,1,-1,-5.08,-2.54,-7,2.65,-0.2,9.41,2,200.0,165.0,700.0,400.0,1200.0,550.0
214,-245.0,205,40.81632653,205.0,1,False,10,3,1,0,0,4.8,0.51,1.6,0.0,0.0,2,1,7,0,0,0,2,0,0,0,2,0,167.64,175.26,125,1,0,0,2.83,0.57,0.0,0.92,0.57,2,2,11,0,0,0,2,1,0,0,3,0,172.72,170.18,115,32,27,0,0,0,-1,-1,-4,0,-1,0,-5.08,5.08,-5,1.97,1.6,-0.92,2,-105.0,325.0,450.0,1200.0,550.0,1000.0
215,-420.0,335,23.80952381,335.0,0,False,8,3,1,0,0,3.45,0.54,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,165.1,162.56,115,0,1,0,5.27,0.58,0.0,1.5,0.37,1,1,9,0,0,1,1,0,0,0,2,0,154.94,154.94,115,25,28,1,-1,-1,-2,0,-8,0,0,0,10.16,7.62,3,-1.82,0.0,-1.5,2,-140.0,450.0,1100.0,950.0,340.0,1400.0
216,-190.0,165,52.63157895,165.0,0,False,5,3,1,0,0,4.31,0.49,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,2,193.04,198.12,185,1,0,0,4.8,0.52,0.0,0.75,0.5,0,1,1,0,0,0,0,0,0,0,0,0,182.88,193.04,185,32,29,0,0,0,0,0,0,0,0,0,10.16,5.08,-3,-0.49,0.0,-0.75,2,375.0,475.0,1100.0,800.0,-110.0,650.0
217,-127.0,107,78.74015748,107.0,1,False,2,3,1,0,0,2.15,0.51,0.8,2.0,0.23,1,2,9,0,0,1,0,0,0,0,1,0,172.72,175.26,135,1,0,0,6.61,0.52,0.2,0.71,0.3,2,4,14,0,0,0,1,2,1,0,4,1,167.64,170.18,135,35,27,0,0,-1,-3,-2,-5,0,-2,-1,5.08,5.08,-8,-4.46,0.6,1.29,2,210.0,360.0,575.0,375.0,350.0,750.0
218,-320.0,260,31.25,260.0,0,True,4,5,1,0,0,4.22,0.48,0.3,1.54,0.59,4,8,70,1,0,1,8,7,1,0,17,0,180.34,187.96,170,0,13,0,4.63,0.54,0.1,3.27,0.48,13,0,46,4,0,0,9,3,1,0,13,2,182.88,193.04,170,33,36,1,-13,-9,4,8,24,-3,4,0,-2.54,-5.08,3,-0.41,0.2,-1.73,0,-120.0,1000.0,1100.0,2000.0,275.0,400.0
220,-450.0,360,22.22222222,360.0,0,True,10,5,0,1,0,6.15,0.5,0.4,2.97,0.55,4,6,40,3,0,1,5,4,2,0,12,0,154.94,157.48,115,0,6,0,3.02,0.51,0.4,2.64,0.63,6,2,40,6,0,1,4,2,2,0,9,1,165.1,167.64,125,33,29,0,-5,-2,3,4,0,-3,2,0,-10.16,-10.16,-4,3.13,0.0,0.33,0,155.0,900.0,525.0,1000.0,170.0,700.0
221,140.0,-160,140.0,62.5,0,False,5,3,0,1,0,3.03,0.43,0.9,3.92,0.47,9,5,39,5,0,0,4,4,3,0,11,0,187.96,198.12,185,0,3,0,3.34,0.51,0.2,0.67,0.38,3,7,36,0,0,1,1,7,0,0,9,0,182.88,200.66,185,36,36,0,-2,6,2,-2,3,5,-3,3,5.08,-2.54,0,-0.31,0.7,3.25,0,400.0,190.0,2000.0,525.0,190.0,550.0
222,210.0,-250,210.0,40.0,0,False,6,3,0,2,0,4.26,0.56,2.1,4.97,0.8,3,1,8,0,0,0,0,3,2,0,5,0,187.96,187.96,205,0,1,0,3.0,0.47,0.7,0.47,0.28,3,8,46,1,0,0,1,6,4,0,11,0,193.04,193.04,205,32,25,0,1,0,-6,-7,-38,-1,-3,-2,-5.08,-5.08,-7,1.26,1.4,4.5,0,400.0,250.0,700.0,700.0,650.0,165.0
223,105.0,-125,105.0,80.0,1,False,4,3,1,0,0,3.72,0.47,0.7,0.98,0.46,2,4,25,0,0,0,2,2,2,0,6,0,190.5,198.12,170,1,0,0,2.86,0.5,0.6,2.37,0.37,4,7,43,0,0,1,3,4,3,0,11,0,180.34,193.04,170,33,30,0,0,-2,-5,-3,-18,0,-2,-1,10.16,5.08,-3,0.86,0.1,-1.39,2,300.0,225.0,650.0,550.0,500.0,300.0
224,-175.0,155,57.14285714,155.0,0,False,4,3,1,0,0,1.83,0.5,0.5,2.0,0.33,0,1,3,0,0,0,0,0,0,0,0,1,182.88,190.5,170,1,0,0,3.36,0.36,0.0,0.5,1.0,2,2,10,0,0,1,0,2,0,0,3,2,185.42,193.04,170,36,29,0,0,-2,-3,-1,-7,0,-2,0,-2.54,-2.54,-7,-1.53,0.5,1.5,2,300.0,350.0,1800.0,650.0,110.0,800.0
225,115.0,-135,115.0,74.07407407,1,False,5,3,1,0,0,3.35,0.58,2.1,1.73,0.5,4,1,9,0,0,0,1,1,2,0,4,0,187.96,190.5,185,1,0,0,2.87,0.51,0.7,0.92,0.57,2,3,14,0,0,1,1,1,2,0,5,1,185.42,187.96,185,30,25,0,0,2,-1,-2,-5,0,0,0,2.54,2.54,-5,0.48,1.4,0.81,2,500.0,350.0,700.0,175.0,300.0,750.0
226,-240.0,200,41.66666667,200.0,0,False,2,3,0,1,0,2.77,0.47,0.5,0.5,0.14,1,0,3,0,0,0,1,0,0,0,1,0,177.8,172.72,170,0,0,0,1.73,0.57,1.0,1.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,145,30,35,0,1,1,1,0,3,0,0,0,5.08,-5.08,5,1.04,-0.5,-0.5,2,115.0,375.0,325.0,800.0,600.0,1100.0
227,-230.0,190,43.47826087,190.0,0,False,1,3,1,0,0,2.63,0.24,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,167.64,177.8,145,0,1,0,5.78,0.39,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,0,170.18,177.8,135,31,28,1,-1,-1,-1,0,-1,0,-1,0,-2.54,0.0,-3,-3.15,0.0,0.0,2,175.0,275.0,1000.0,1000.0,225.0,700.0
230,178.0,-215,178.0,46.51162791,1,False,8,3,1,0,0,5.22,0.44,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,0,157.48,154.94,115,0,0,0,2.94,0.7,2.3,6.96,0.75,0,0,0,0,0,0,0,0,0,0,0,0,165.1,170.18,115,24,28,1,0,0,0,1,3,0,0,0,-7.62,-15.24,4,2.28,-2.3,-6.96,2,475.0,375.0,450.0,475.0,700.0,150.0
231,-245.0,205,40.81632653,205.0,0,False,5,5,0,1,0,3.52,0.42,0.1,1.16,0.37,5,6,47,1,0,3,3,3,2,0,11,1,175.26,180.34,185,0,2,0,4.68,0.41,0.0,0.64,0.34,9,3,45,2,0,1,7,5,0,0,13,0,182.88,185.42,185,30,29,0,-1,-4,-2,3,2,-1,-2,2,-7.62,-5.08,-1,-1.16,0.1,0.52,0,125.0,550.0,1200.0,1400.0,225.0,400.0
232,110.0,-130,110.0,76.92307692,0,False,7,3,0,1,0,6.0,0.45,0.0,0.0,0.0,2,5,19,0,0,0,1,2,0,0,3,0,193.04,198.12,250,1,0,0,3.62,0.44,0.2,0.45,0.36,6,18,85,5,0,1,7,11,2,0,21,0,190.5,195.58,240,42,31,-1,1,-4,-18,-13,-66,-5,-9,-2,2.54,2.54,-11,2.38,-0.2,-0.45,2,170.0,300.0,1000.0,1600.0,475.0,240.0
233,-300.0,250,33.33333333,250.0,1,False,5,3,1,0,0,1.76,0.47,2.0,7.84,0.33,0,1,1,0,0,0,0,0,0,0,0,0,175.26,185.42,185,2,0,0,3.71,0.47,0.0,0.53,0.28,3,3,11,0,0,0,0,4,0,0,4,0,177.8,185.42,170,35,25,-1,0,-3,-4,-2,-10,0,-4,0,-2.54,0.0,-10,-1.95,2.0,7.31,2,500.0,500.0,2200.0,1200.0,-175.0,550.0
